ID,LAND_NR,Partei_NR,Partei_ABK,Name,Titel,Vorname,Nachname,Jahrgang,Geschlecht,Kandidatur,LP,WKR_NR,BereitsMdB,MdB_2021,Einzug,Prozent,erneut,TW_acc,TW_user,TW_id,TW_verif,FB_acc,FB_user,FB_id,FB_typ,FB_verif
5402,5,1,CDU,"Tebroke, Dr. Hermann-Josef Johann",Dr.,"Hermann-Josef Johann",Tebroke,1964,2,3,41,100,1,1,1,30,1,0,'null','null',0,1,tebroke,204906209558507,1,1
5403,4,9,"Die PARTEI","Teckemeier, Aaron",,Aaron,Teckemeier,1993,2,1,12,NA,0,0,0,'null',0,0,'null','null',0,1,max.musstermannn,100000545920909,3,2
5404,9,4,FDP,"Tegtmeier, Ines",,Ines,Tegtmeier,1970,1,3,17,234,0,0,0,'null',0,1,InesTegtmeier,1398955077243740162,2,1,ines.tegtmeier,100000479496151,3,2
5405,11,9,"Die PARTEI","Tegtow, Thomas",,Thomas,Tegtow,1981,2,2,NA,82,0,0,0,'null',0,0,'null','null',0,1,thomas.tegtow,1687062459,3,2
5406,5,9,"Die PARTEI","Teitz, Dr. Sebastian",Dr.,Sebastian,Teitz,1975,2,1,7,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
5407,5,9,"Die PARTEI","Teitz, Elise Ulrike",,"Elise Ulrike",Teitz,1977,1,1,25,NA,0,0,0,'null',0,0,'null','null',0,1,elise.teitz,100008125807390,3,2
5408,15,28,dieBasis,"Telemann, René",,René,Telemann,1981,2,1,14,NA,0,0,0,'null',0,1,Renediebasis,1425368289807568896,2,1,renediebasis,102880755427683,1,2
5409,5,9,"Die PARTEI","Temme, Lars",,Lars,Temme,1981,2,1,91,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
5410,16,5,"DIE LINKE","Tempel, Frank",,Frank,Tempel,1969,2,3,4,195,0,0,0,'null',0,1,frank_tempel,730695836288585728,2,1,frank.tempel.linke,108141678112040,1,2
5411,5,4,FDP,"Terwiesche, Dr. Michael",Dr.,Michael,Terwiesche,1964,2,3,45,114,0,0,0,'null',0,1,MTerwiesche,917418178497646594,2,1,terwiesche.de,1961819780703610,1,1
5412,7,28,dieBasis,"Terworth, Annika Maria",,"Annika Maria",Terworth,1981,1,1,2,NA,0,0,0,'null',0,0,'null','null',0,1,annika.terworth,100001674280614,3,2
5413,13,6,GRÜNE,"Tesche, Andreas",,Andreas,Tesche,1958,2,3,4,14,0,0,0,'null',0,1,TescheAndreas,1407643027607330818,1,1,andreas.tesche.562,100052453681960,3,2
5414,13,24,"Die Humanisten","Teschke, Felix Christopher",,"Felix Christopher",Teschke,1996,2,1,4,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
5415,6,6,GRÜNE,"Tesfaiesus, Awet",,Awet,Tesfaiesus,1974,1,3,9,169,0,1,2,'null',0,1,AwetTesfaiesus,1035577771853049858,1,1,awet.tesfaiesus,100062118904838,3,2
5416,5,48,"EB: Teßmann","Teßmann, Niklas",,Niklas,Teßmann,1997,2,2,NA,87,0,0,0,'null',0,1,der_Tessmann,2921972134,2,0,'null','null',0,0
5417,12,4,FDP,"Teuteberg, Linda",,Linda,Teuteberg,1981,1,3,1,61,1,1,2,'null',1,1,LindaTeuteberg,170964436,1,1,teuteberg.linda,206642169865571,1,1
5418,5,4,FDP,"Teutrine, Jens",,Jens,Teutrine,1993,2,3,18,133,0,1,2,'null',0,1,jensteutrine,801549587144175616,1,1,jensteutrine,111127507727233,1,1
5419,5,6,GRÜNE,"Thamm, Holger",,Holger,Thamm,1973,2,2,NA,149,0,0,0,'null',0,0,'null','null',0,1,holger.thamm1,100004575967100,3,2
5420,1,8,"FREIE WÄHLER","Thedens, Katja",,Katja,Thedens,1965,1,1,9,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
5421,3,4,FDP,"Theemann, Hendrik",,Hendrik,Theemann,1969,2,3,20,26,0,0,0,'null',0,0,'null','null',0,1,hendrik.theemann,100005766901248,3,2
5422,3,8,"FREIE WÄHLER","Theis, Claudia",,Claudia,Theis,1966,1,3,1,29,0,0,0,'null',0,1,ClaudiaTheis,1389681218489303046,2,1,BTW2021ClaudiaTheis,107722984810236,3,2
5423,8,28,dieBasis,"Theis, Frank",,Frank,Theis,1967,2,2,NA,278,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
5424,5,8,"FREIE WÄHLER","Theiß, Norbert",,Norbert,Theiß,1957,2,2,NA,95,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
5425,6,6,GRÜNE,"Theiss, Stephanie",,Stephanie,Theiss,1988,1,3,19,171,0,0,0,'null',0,0,'null','null',0,1,stephanie.theiss.gruene,103969481891853,1,1
5426,6,2,SPD,"Then, Stefanie Helene",,"Stefanie Helene",Then,1968,1,1,45,NA,0,0,0,'null',0,1,thnpltcs,744208315773784064,2,0,'null','null',0,0
5427,8,4,FDP,"Theurer, Michael Alexander",,"Michael Alexander",Theurer,1967,2,3,1,271,1,1,2,'null',1,1,EUTheurer,1108382916,1,1,michael.theurer,386021434908185,1,1
5428,5,9,"Die PARTEI","Theveßen-Lamberty, Cornelia",,Cornelia,Theveßen-Lamberty,1978,1,1,14,NA,0,0,0,'null',0,0,'null','null',0,1,cornelia.thevessen,1842967199,3,2
5429,5,2,SPD,"Thews, Michael Eckardt",,"Michael Eckardt",Thews,1964,2,3,48,145,1,1,1,"40,6",1,1,michael_thews,409258073,1,1,MichaelThewsMdB,702563316515363,1,1
5430,3,1,CDU,"Thiede, Anja Susanne",,"Anja Susanne",Thiede,1971,1,1,54,NA,0,0,0,'null',0,0,'null','null',0,1,thiede.anja,100004180478818,3,2
5431,5,9,"Die PARTEI","Thiel, Annalena",,Annalena,Thiel,2000,1,3,57,136,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
5432,11,4,FDP,"Thiel, Lina",,Lina,Thiel,2003,1,2,NA,86,0,0,0,'null',0,1,noreenthiel,2995614297,1,1,noreenthiel,814928725513029,1,1
5433,15,11,NPD,"Thiel, Steffen",,Steffen,Thiel,1976,2,1,6,NA,0,0,0,'null',0,0,'null','null',0,1,steffen.thiel.796,100004278609439,3,2
5434,11,22,"Die Grauen","Thiele, Klaus",,Klaus,Thiele,1981,2,1,7,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
5435,13,10,Tierschutzpartei,"Thiele, Luise",,Luise,Thiele,1990,1,1,7,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
5436,16,4,FDP,"Thiele, Marco",,Marco,Thiele,1984,2,3,4,194,0,0,0,'null',0,0,'null','null',0,1,100009271568903,100009271568903,3,2
5437,9,38,"Team Todenhöfer","Thiele, Simon Florian",,"Simon Florian",Thiele,1995,2,1,12,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
5438,11,6,GRÜNE,"Thiel-Klein, Anne Renate Helga",,"Anne Renate Helga",Thiel-Klein,1988,1,2,NA,85,0,0,0,'null',0,1,AnneThielKlein,1141458470392279040,2,0,'null','null',0,0
5439,9,9,"Die PARTEI","Thielmann, Cornelia",,Cornelia,Thielmann,1992,1,1,1,NA,0,0,0,'null',0,0,'null','null',0,1,FrauThielMann,105661075109420,1,2
5440,5,34,LKR,"Thiemann, Wolf Ulrich",,"Wolf Ulrich",Thiemann,1979,2,1,11,NA,0,0,0,'null',0,0,'null','null',0,1,100009888549171,100009888549171,3,2
5441,1,10,Tierschutzpartei,"Thienel, Michael",,Michael,Thienel,1987,2,1,3,NA,0,0,0,'null',0,1,ThienelMichael,1399320334487130112,2,1,Thienel,100002595813219,3,2
5442,5,1,CDU,"Thies, Hans-Jürgen",,Hans-Jürgen,Thies,1955,2,3,31,146,1,1,1,"33,1",1,0,'null','null',0,1,hansjuergenthies,1735588090048244,1,1
5443,1,28,dieBasis,"Thiesen, Holger",,Holger,Thiesen,1954,2,3,2,4,0,0,0,'null',0,0,'null','null',0,1,holger.thiesen,100000069422708,3,2
5444,1,2,SPD,"Thissen, Dr. Karin",Dr.,Karin,Thissen,1960,1,3,8,3,0,0,0,'null',0,1,KarinThissen,1380871650804129792,2,1,thissen.karin,422763787806545,1,1
5445,2,40,Volt,"Thoden, Jan-Martin",,Jan-Martin,Thoden,1975,2,3,12,23,0,0,0,'null',0,1,JanThoden,1411700405004820480,2,1,100070427046539,100070427046539,3,2
5446,9,4,FDP,"Thomae, Stephan",,Stephan,Thomae,1968,2,3,6,256,1,1,2,'null',1,1,StephanThomae,75005687,1,1,stephanthomaefdp,114479615316279,1,1
5447,3,5,"DIE LINKE","Thomas, Jana",,Jana,Thomas,1991,1,1,16,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
5448,5,9,"Die PARTEI","Thomas, Jurian Maximilian",,"Jurian Maximilian",Thomas,1998,2,1,64,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
5449,5,14,V-Partei³,"Thomas, Simon",,Simon,Thomas,1992,2,3,1,117,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
5450,14,9,"Die PARTEI","Thomas, Steffi",,Steffi,Thomas,1984,1,2,NA,156,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
5451,5,5,"DIE LINKE","Thomas-Lienkämper, Michael Martin",,"Michael Martin",Thomas-Lienkämper,1962,2,2,NA,150,0,0,0,'null',0,0,'null','null',0,1,michael.thomaslienkamper,100000787717499,3,2
5452,1,40,Volt,"Thomsen, Tim",,Tim,Thomsen,1993,2,1,8,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
5453,6,3,AfD,"Thöne, Henning Hans Ernst",,"Henning Hans Ernst",Thöne,1978,2,2,NA,176,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
5454,5,40,Volt,"Thörmer, Falk Richard",,"Falk Richard",Thörmer,1988,2,3,6,107,0,0,0,'null',0,1,Thoermer_Falk,163623805,2,1,thoermer,825484501,3,2
5455,8,1,CDU,"Throm, Alexander Richard",,"Alexander Richard",Throm,1968,2,3,13,267,1,1,1,"27,8",1,1,alexander_throm,829056811974144001,1,1,alexander.throm.hn,1698700087037237,1,1
5456,11,23,BüSo,"Thron, Jonathan",,Jonathan,Thron,1986,2,1,3,NA,0,0,0,'null',0,1,ThronJonathan,955338922518896640,2,1,jonathan.thron.1,100000706103538,3,2
5457,3,9,"Die PARTEI","Thümer, Jens-Uwe",,Jens-Uwe,Thümer,1967,2,1,39,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
5458,9,29,"Bündnis C","Thümmel, Matthias Gerhard",,"Matthias Gerhard",Thümmel,1972,2,1,6,NA,0,0,0,'null',0,0,'null','null',0,1,matthias.thummel,100000046470081,3,2
5459,9,29,"Bündnis C","Thümmel, Verena",,Verena,Thümmel,1974,1,3,4,239,0,0,0,'null',0,1,thummelverena,1150095644750692352,2,1,verena.thuemmel,100001499719895,3,2
5460,6,3,AfD,"Thüne, Christin",,Christin,Thüne,1962,1,2,NA,185,0,0,0,'null',0,1,ChristinThuene,1884137534,2,1,christin.thuene,100002336535262,3,2
5461,9,16,BP,"Thurnhuber, Marinus",,Marinus,Thurnhuber,1959,2,2,NA,223,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
5462,5,18,MLPD,"Thylmann, Tobias Michael Karl",,"Tobias Michael Karl",Thylmann,1955,2,2,NA,144,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
5463,8,5,"DIE LINKE","Tiarks, Johanna Maria",,"Johanna Maria",Tiarks,1982,1,3,13,259,0,0,0,'null',0,0,'null','null',0,1,johanna.tiarks.3,100010273350717,3,2
5464,10,18,MLPD,"Tickert, Rolf Paul Johannes",,"Rolf Paul Johannes",Tickert,1955,2,3,1,296,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
5465,12,4,FDP,"Tiedemann, Ralf",,Ralf,Tiedemann,1965,2,3,6,58,0,0,0,'null',0,1,RalfTiedemann21,1126230494,2,0,'null','null',0,0
5466,5,19,Gesundheitsforschung,"Tielkes, Tim",,Tim,Tielkes,1989,2,1,1,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
5467,12,1,CDU,"Tiemann, Dr. Dietlind Hildegard",Dr.,"Dietlind Hildegard",Tiemann,1955,1,3,6,60,1,0,0,'null',0,1,dr_tiemann,4818645382,2,1,DietlindTiemann.CDU,203575543022507,1,1
5468,11,9,"Die PARTEI","Tierbach, Georg",,Georg,Tierbach,1991,2,1,21,NA,0,0,0,'null',0,1,pain_gt,416955926,2,1,gtierbach,1539219082,3,2
5469,4,40,Volt,"Tiessen, Anna Laura",,"Anna Laura",Tiessen,1988,1,1,1,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
5470,3,6,GRÜNE,"Tietke, Ernst-Eckhard",,Ernst-Eckhard,Tietke,1953,2,1,38,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
5471,11,1,CDU,"Tietz, Vanessa",,Vanessa,Tietz,1989,1,1,10,NA,0,0,0,'null',0,0,'null','null',0,1,vanessa.tietz,100000854203374,3,2
5472,5,6,GRÜNE,"Tietz-Latza, Alexander Martin",,"Alexander Martin",Tietz-Latza,1981,2,1,44,NA,0,0,0,'null',0,1,Alexander_Tietz,810778129,1,1,TietzLatza,100057939464149,1,1
5473,5,12,PIRATEN,"Tiggemann, Eric",,Eric,Tiggemann,1970,2,3,7,139,0,0,0,'null',0,1,Cubitus163264,2241398888,2,0,'null','null',0,0
5474,16,1,CDU,"Tillmann, Antje",,Antje,Tillmann,1964,1,3,2,193,1,1,2,'null',1,1,AntjeTillmann,1082925763316367360,1,1,AntjeTillmannMdB,1249194705159064,1,1
5475,5,6,GRÜNE,"Tillmann, Maria Anna Gertrud",,"Maria Anna Gertrud",Tillmann,1968,1,3,31,147,0,0,0,'null',0,1,TillmannMaria,754924376911384576,2,1,maria.tillmann.gruene,101620435451767,1,2
5476,5,9,"Die PARTEI","Tilsner, Lena Josephin",,"Lena Josephin",Tilsner,1998,1,1,47,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
5477,16,18,MLPD,"Timm, Tassilo",,Tassilo,Timm,1986,2,3,1,193,0,0,0,'null',0,1,TassiloTimm,1246372786886660096,2,0,'null','null',0,0
5478,8,28,dieBasis,"Timmermann, Ilona",,Ilona,Timmermann,1976,1,2,NA,262,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
5479,5,1,CDU,"Timmermann-Fechter, Astrid",,Astrid,Timmermann-Fechter,1963,1,3,10,118,0,1,2,'null',0,0,'null','null',0,1,timmermannfechter,339337802864627,1,1
5480,14,4,FDP,"Tippelt, Nico",,Nico,Tippelt,1967,2,3,5,165,0,1,2,'null',0,1,tippelt21,53369932,2,1,tippelt21,101310414002,1,1
5481,11,9,"Die PARTEI","Tirpitz, Julian",,Julian,Tirpitz,1998,2,1,46,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
5482,9,40,Volt,"Többen, Jens Oliver",,"Jens Oliver",Többen,2000,2,1,8,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
5483,4,13,ÖDP,"Tober, Kara",,Kara,Tober,1995,1,3,1,55,0,0,0,'null',0,0,'null','null',0,1,100068778105527,100068778105527,3,2
5484,9,38,"Team Todenhöfer","Todenhöfer, Dr. Jürgen Gerhard",Dr.,"Jürgen Gerhard",Todenhöfer,1940,2,3,1,218,0,0,0,'null',0,1,J_Todenhoefer,2934079226,1,1,JuergenTodenhoefer,100044515656089,1,1
5485,9,38,"Team Todenhöfer","Todenhöfer, Frederic Joachim",,"Frederic Joachim",Todenhöfer,1983,2,1,6,NA,0,0,0,'null',0,1,FTodenhoefer,1275044169753530369,2,1,frederic.todenhofer,554984561,3,2
5486,5,4,FDP,"Todtenhausen, Manfred",,Manfred,Todtenhausen,1950,2,3,19,102,1,1,2,'null',1,1,MTodtenhausen,563706584,1,1,manfred.todtenhausen.fdp,370645369674729,1,1
5487,9,9,"Die PARTEI","Tolksdorf, Robert",,Robert,Tolksdorf,1988,2,2,NA,230,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
5488,14,28,dieBasis,"Toloczyki, Dr. Christian",Dr.,Christian,Toloczyki,1953,2,3,13,154,0,0,0,'null',0,1,toloczyki,1947552079,2,0,'null','null',0,0
5489,8,48,"EB: Tolzin","Tolzin, Hans Ulrich Peter",,"Hans Ulrich Peter",Tolzin,1958,2,2,NA,260,0,0,0,'null',0,1,TolzinHans,109249137,2,1,hans.tolzin,100000749738757,3,2
5490,8,4,FDP,"Toncar, Dr. Florian",Dr.,Florian,Toncar,1979,2,3,5,260,1,1,2,'null',1,1,florian_toncar,17462171,1,1,FlorianToncarMdB,617033428501184,1,1
5491,3,9,"Die PARTEI","Tönjes, Andreas",,Andreas,Tönjes,1969,2,2,NA,26,0,0,0,'null',0,1,ToenjesAndreas,870921846941773824,2,1,ToenjesRatsherr,208379939204574,1,2
5492,5,2,SPD,"Töns, Markus",,Markus,Töns,1964,2,3,56,123,1,1,1,"40,5",1,1,Toens_NRW04,3522875063,1,1,markustoens,1131664343579413,1,1
5493,8,6,GRÜNE,"Topal, Baran",,Baran,Topal,1990,2,1,43,NA,0,0,0,'null',0,1,BaranTopal_90,513686597,2,1,baran.b14,100001573749553,3,2
5494,3,34,LKR,"Töpperwien, Olaf",,Olaf,Töpperwien,1969,2,3,6,53,0,0,0,'null',0,1,TopperwienOlaf,1360976222155649024,2,1,olaf.toepperwien,100000854770276,3,2
5495,2,1,CDU,"Toprak, Ali Ertan",,"Ali Ertan",Toprak,1969,2,1,12,NA,0,0,0,'null',0,1,toprak_aliE,967095170,2,1,ali.e.toprak.92,824237515,3,2
5496,5,1,CDU,"Tornau, Birgit",,Birgit,Tornau,1958,1,1,64,NA,0,0,0,'null',0,0,'null','null',0,1,100008326635827,100008326635827,3,2
5497,6,29,"Bündnis C","Törner-Roos, Christine",,Christine,Törner-Roos,1971,1,1,14,NA,0,0,0,'null',0,0,'null','null',0,1,christine.tornerroos,100002144088066,3,2
5498,10,1,CDU,"Tornes, Susanne Maria",,"Susanne Maria",Tornes,1967,1,1,18,NA,0,0,0,'null',0,0,'null','null',0,1,susanne.tornes,100005267194144,3,2
5499,11,26,du.,"Tornow, Marie",,Marie,Tornow,1982,1,1,5,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
5500,6,9,"Die PARTEI","Torrini, Mario Roberto",,"Mario Roberto",Torrini,1997,2,1,21,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
5501,9,8,"FREIE WÄHLER","Toso, Roswitha Erna",,"Roswitha Erna",Toso,1963,1,3,24,229,0,0,0,'null',0,0,'null','null',0,1,roswithatoso,105103940929332,1,2
5502,7,5,"DIE LINKE","Trabert, Prof. Dr.Gerhard","Prof. Dr.",Gerhard,Trabert,1956,2,2,NA,205,0,0,0,'null',0,0,'null','null',0,1,trabertwaehlen,101727948799146,1,1
5503,5,9,"Die PARTEI","Traeger, Isabelle",,Isabelle,Traeger,1993,1,1,40,NA,0,0,0,'null',0,0,'null','null',0,1,isi.trgr,100000907929521,3,2
5504,9,2,SPD,"Träger, Carsten Dietmar",,"Carsten Dietmar",Träger,1973,2,3,3,243,1,1,2,'null',1,1,CarstenTraeger,3577737256,1,1,carstentraegermdb,568297056577159,1,1
5505,6,2,SPD,"Trah-Bente, Kevin Heinz",,"Kevin Heinz",Trah-Bente,1993,2,1,35,NA,0,0,0,'null',0,1,KevinTrahBente,1401599442986414095,2,1,AfroSozi,114878287098647,1,1
5506,6,6,GRÜNE,"Tramnitz, Christian",,Christian,Tramnitz,1979,2,3,14,176,0,0,0,'null',0,1,ctramnitz,524709738,1,1,ctramnitz,102791491660735,1,1
5507,8,30,BÜRGERBEWEGUNG,"Tran, Minh-Quan",,Minh-Quan,Tran,1983,2,1,30,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
5508,9,9,"Die PARTEI","Trapp, Samuel",,Samuel,Trapp,1988,2,1,27,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
5509,9,28,dieBasis,"Trasente, Pasquale",,Pasquale,Trasente,1974,2,3,63,250,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
5510,11,2,SPD,"Trăsnea, Ana-Maria",,Ana-Maria,Trăsnea,1994,1,3,6,84,0,0,0,'null',0,1,amtrasnea,1321384806282911744,1,1,amtrasnea,371854969990030,1,1
5511,12,8,"FREIE WÄHLER","Trasper, Roxana Erna",,"Roxana Erna",Trasper,1981,1,3,4,65,0,0,0,'null',0,0,'null','null',0,1,roxana.trasper,100051613354723,3,2
5512,14,9,"Die PARTEI","Traubinger, Verena Agathe",,"Verena Agathe",Traubinger,1992,1,1,10,NA,0,0,0,'null',0,1,vertra,1035805699706707968,2,0,'null','null',0,0
5513,10,2,SPD,"Trauden, Katharina",,Katharina,Trauden,1989,1,1,8,NA,0,0,0,'null',0,0,'null','null',0,1,kathy.karr.9,100000320165488,3,2
5514,5,40,Volt,"Traute, Olaf",,Olaf,Traute,1966,2,1,8,NA,0,0,0,'null',0,0,'null','null',0,1,olaf.traute,100001917101720,3,2
5515,12,5,"DIE LINKE","Trauth, Martina",,Martina,Trauth,1964,1,1,5,NA,0,0,0,'null',0,1,MartinaTrauth,943537213601611777,2,1,Martina-Trauth-157064171701757,157064171701757,1,1
5516,16,40,Volt,"Trautmann, Sophie",,Sophie,Trautmann,1998,1,1,1,NA,0,0,0,'null',0,1,Philo_soophie,2946458074,1,1,100004221735799,100004221735799,3,2
5517,14,11,NPD,"Trautmann, Stefan",,Stefan,Trautmann,1987,2,1,4,NA,0,0,0,'null',0,0,'null','null',0,1,fuerDoebeln,777876135665678,1,2
5518,8,9,"Die PARTEI","Treder, Christian",,Christian,Treder,1993,2,2,NA,263,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
5519,13,10,Tierschutzpartei,"Treise, Lucas",,Lucas,Treise,1981,2,1,8,NA,0,0,0,'null',0,1,LucasTreise,1380593571645026304,2,1,wilhelm.vonhumboldt.9,1462983437,3,2
5520,8,10,Tierschutzpartei,"Treml, Scarlett Stephanie",,"Scarlett Stephanie",Treml,1989,1,1,8,NA,0,0,0,'null',0,0,'null','null',0,1,scarlett.kommtklar,100001022209918,3,2
5521,11,18,MLPD,"Trendelenburg, Rolf-Andreas",,Rolf-Andreas,Trendelenburg,1952,2,1,8,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
5522,14,3,AfD,"Trenkler, Frank-Michael",,Frank-Michael,Trenkler,1960,2,1,11,NA,0,0,0,'null',0,0,'null','null',0,1,frank.m.trenkler,100031504355888,3,2
5523,3,28,dieBasis,"Tressat, Dr. Michael",Dr.,Michael,Tressat,1977,2,1,4,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
5524,14,5,"DIE LINKE","Treu, Nina Sophie",,"Nina Sophie",Treu,1984,1,3,7,152,0,0,0,'null',0,1,n_treu,1349320829490880512,2,1,nina.treu.le,100063883172080,3,2
5525,16,3,AfD,"Treutler, Heinz Jürgen",,"Heinz Jürgen",Treutler,1951,2,3,8,196,0,0,0,'null',0,1,JurgenTreutler,1390035112457293827,2,0,'null','null',0,0
5526,5,28,dieBasis,"Triebel, Dr. Andreas Conrad",Dr.,"Andreas Conrad",Triebel,1945,2,2,NA,140,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
5527,3,6,GRÜNE,"Trittin, Jürgen",,Jürgen,Trittin,1954,2,3,4,53,1,1,2,'null',1,1,JTrittin,485751594,1,1,juergen.trittin,87410317539,1,1
5528,14,28,dieBasis,"Trittmacher, Daniela",,Daniela,Trittmacher,1964,1,2,NA,156,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
5529,3,2,SPD,"Troff-Schaffarzyk, Anja",,Anja,Troff-Schaffarzyk,1969,1,3,14,25,0,1,2,'null',0,0,'null','null',0,1,Anja-Troff-Schaffarzyk-209342649122862,209342649122862,1,1
5530,5,48,"EB: Trojanowski","Trojanowski, Noah Georg",,"Noah Georg",Trojanowski,2002,2,2,NA,142,0,0,0,'null',0,1,noahtrojanowski,1357054645882023940,2,1,noahtrojanowsk,100679908812337,1,2
5531,5,48,"EB: Tropp","Tropp, Michael Stefan",,"Michael Stefan",Tropp,1960,2,2,NA,138,0,0,0,'null',0,0,'null','null',0,1,Tropp2021,675703235970201,1,2
5532,3,9,"Die PARTEI","Troppenhagen, Lissi",,Lissi,Troppenhagen,1963,1,1,24,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
5533,6,40,Volt,"Trost, Katharina",,Katharina,Trost,1992,1,1,5,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
5534,16,13,ÖDP,"Truckenbrodt, Martin",,Martin,Truckenbrodt,1971,2,1,3,NA,0,0,0,'null',0,1,MartinTruckenb1,1305223695196135424,2,1,martin.truckenbrodt.56,100003168789279,3,2
5535,3,2,SPD,"True, Dennis",,Dennis,True,1988,2,1,63,NA,0,0,0,'null',0,0,'null','null',0,1,dennis.true.3,100002002732896,3,2
5536,11,10,Tierschutzpartei,"Tsambasis, Georg Daniel",,"Georg Daniel",Tsambasis,1989,2,2,NA,75,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
5537,3,9,"Die PARTEI","Tschauder, Norbert Sebastian",,"Norbert Sebastian",Tschauder,1998,2,1,19,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
5538,14,8,"FREIE WÄHLER","Tschirner, Lars",,Lars,Tschirner,1972,2,1,17,NA,0,0,0,'null',0,0,'null','null',0,1,lars.tschirner.35,100041680520431,3,2
5539,6,32,BÜNDNIS21,"Tsomakaeva, Susan Stephanie",,"Susan Stephanie",Tsomakaeva,1970,1,1,1,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
5540,5,12,PIRATEN,"Tuchscherer, Stefano",,Stefano,Tuchscherer,2000,2,2,NA,92,0,0,0,'null',0,0,'null','null',0,1,100010751311895,100010751311895,3,2
5541,4,5,"DIE LINKE","Tuncel, Cindi",,Cindi,Tuncel,1977,2,3,2,54,0,0,0,'null',0,0,'null','null',0,1,Cindi-Tuncel-213371912354040,213371912354040,1,1
5542,9,5,"DIE LINKE","Tuncer, Cengiz",,Cengiz,Tuncer,1970,2,2,NA,253,0,0,0,'null',0,0,'null','null',0,1,TuncerLinke,675593142649506,1,1
5543,6,34,LKR,"Turbanisch, Anja Sylvia",,"Anja Sylvia",Turbanisch,1978,1,1,12,NA,0,0,0,'null',0,0,'null','null',0,1,anja.turbanisch.3,1841252227,3,2
5544,6,5,"DIE LINKE","Turğut-Wenzel, Fırat",,Fırat,Turğut-Wenzel,1987,2,3,10,186,0,0,0,'null',0,1,FiratTurgutW,1184257357930467333,2,1,firat.nisebin,100036083071310,3,2
5545,3,38,"Team Todenhöfer","Türkel, Tunçer",,Tunçer,Türkel,1956,2,1,2,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
5546,8,2,SPD,"Türk-Nachbaur, Derya",,Derya,Türk-Nachbaur,1973,1,3,19,286,0,1,2,'null',0,1,derya_tn,1162689374510886912,1,1,derytnSPD,106689868088520,1,2
5547,1,4,FDP,"Turowski, Martin",,Martin,Turowski,1973,2,3,8,10,0,0,0,'null',0,1,Martin_Turowski,1053508987,2,1,martin.turowski.5,100003672314826,3,2
5548,5,9,"Die PARTEI","Twiste, Carina",,Carina,Twiste,1997,1,1,52,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
5549,5,9,"Die PARTEI","Twiste, Jennifer",,Jennifer,Twiste,1993,1,1,28,NA,0,0,0,'null',0,0,'null','null',0,0,'null','null',0,0
